"molecule"	"famille"
"MIDODRINE"	"SYMPATHOMIMETIQUES ALPHA (VOIES ORALE ET/OU NASALE)"
"MILNACIPRAN"	"MEDICAMENTS MIXTES ADRENERGIQUES-SEROTONINERGIQUES"
"MILTEFOSINE"	"CYTOTOXIQUES"
"MINOCYCLINE"	"CYCLINES"
"MIRTAZAPINE"	"MEDICAMENTS SEDATIFS"
"MITOGUAZONE"	"CYTOTOXIQUES"
"MITOMYCINE C"	"CYTOTOXIQUES"
"MITOXANTRONE"	"CYTOTOXIQUES"
"MIVACURIUM"	"CURARES"
"MIZOLASTINE"	"AUTRES MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"MIZOLASTINE"	"MEDICAMENTS ATROPINIQUES"
"MIZOLASTINE"	"MEDICAMENTS SEDATIFS"
"MIZOLASTINE"	"MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"MIZOLASTINE"	"TORSADOGENES (SAUF ANTIPARASITAIRES, NEUROLEPTIQUES, METHADONE)"
"MOCLOBEMIDE"	"IMAO-A SELECTIFS"
"MOEXIPRIL"	"ANTIHYPERTENSEURS"
"MOEXIPRIL"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"MOEXIPRIL"	"HYPERKALIEMIANTS"
"MOEXIPRIL"	"INHIBITEURS DE L'ENZYME DE CONVERSION"
"MOEXIPRIL"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"MOLSIDOMINE"	"DERIVES NITRES ET APPARENTES"
"MOMETASONE"	"CORTICOIDES INHALES"
"MORNIFLUMATE"	"ANTI-INFLAMMATOIRES NON STEROIDIENS"
"MORNIFLUMATE"	"HYPERKALIEMIANTS"
"MORPHINE"	"ANALGESIQUES MORPHINIQUES AGONISTES"
"MORPHINE"	"ANALGESIQUES MORPHINIQUES DE PALIER III"
"MORPHINE"	"MEDICAMENTS SEDATIFS"
"MORPHINE"	"MORPHINIQUES"
"MOXIFLOXACINE"	"AUTRES MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"MOXIFLOXACINE"	"FLUOROQUINOLONES"
"MOXIFLOXACINE"	"MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"MOXIFLOXACINE"	"TORSADOGENES (SAUF ANTIPARASITAIRES, NEUROLEPTIQUES, METHADONE)"
"MOXONIDINE"	"ANTIHYPERTENSEURS"
"MOXONIDINE"	"ANTIHYPERTENSEURS CENTRAUX"
"MOXONIDINE"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"MOXONIDINE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"MOXONIDINE"	"MEDICAMENTS SEDATIFS"
"MYRISTALKONIUM"	"SPERMICIDES"
"NABUMETONE"	"ANTI-INFLAMMATOIRES NON STEROIDIENS"
"NABUMETONE"	"HYPERKALIEMIANTS"
"NADOLOL"	"ANTIHYPERTENSEURS"
"NADOLOL"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"NADOLOL"	"BETA-BLOQUANTS (SAUF ESMOLOL ET SOTALOL)"
"NADOLOL"	"BETA-BLOQUANTS (SAUF ESMOLOL)"
"NADOLOL"	"BRADYCARDISANTS"
"NADOLOL"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"NADOXOLOL"	"ANTIHYPERTENSEURS"
"NADOXOLOL"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"NADOXOLOL"	"BETA-BLOQUANTS (SAUF ESMOLOL ET SOTALOL)"
"NADOXOLOL"	"BETA-BLOQUANTS (SAUF ESMOLOL)"
"NADOXOLOL"	"BRADYCARDISANTS"
"NADOXOLOL"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"NADROPARINE CALCIQUE"	"HEPARINES"
"NADROPARINE CALCIQUE"	"HEPARINES DE BAS POIDS MOLECULAIRE ET APPARENTES (DOSES CURATIVES ET/OU SUJET AGE)"
"NADROPARINE CALCIQUE"	"HEPARINES DE BAS POIDS MOLECULAIRE ET APPARENTES (DOSES PREVENTIVES)"
"NADROPARINE CALCIQUE"	"HYPERKALIEMIANTS"
"NALBUPHINE"	"MEDICAMENTS SEDATIFS"
"NALBUPHINE"	"MORPHINIQUES"
"NALBUPHINE"	"MORPHINIQUES AGONISTES-ANTAGONISTES"
"NALORPHINE"	"MEDICAMENTS SEDATIFS"
"NALORPHINE"	"MORPHINIQUES"
"NALOXONE"	"MEDICAMENTS SEDATIFS"
"NALOXONE"	"MORPHINIQUES"
"NALTREXONE"	"MEDICAMENTS SEDATIFS"
"NALTREXONE"	"MORPHINIQUES"
"NAPHAZOLINE"	"SYMPATHOMIMETIQUES ALPHA (VOIES ORALE ET/OU NASALE)"
"NAPROXENE"	"ANTI-INFLAMMATOIRES NON STEROIDIENS"
"NAPROXENE"	"HYPERKALIEMIANTS"
"NARATRIPTAN"	"TRIPTANS"
"NARATRIPTAN"	"TRIPTANS NON METABOLISES PAR LA MAO"
"NEBIVOLOL"	"ANTIHYPERTENSEURS"
"NEBIVOLOL"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"NEBIVOLOL"	"BETA-BLOQUANTS (SAUF ESMOLOL ET SOTALOL)"
"NEBIVOLOL"	"BETA-BLOQUANTS (SAUF ESMOLOL)"
"NEBIVOLOL"	"BETA-BLOQUANTS DANS L'INSUFFISANCE CARDIAQUE"
"NEBIVOLOL"	"BRADYCARDISANTS"
"NEBIVOLOL"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"NEFOPAM"	"MEDICAMENTS SEDATIFS"
"NELFINAVIR"	"INHIBITEURS DE PROTEASE"
"NELFINAVIR"	"INHIBITEURS DE PROTEASE (SAUF RITONAVIR)"
"NELFINAVIR"	"INHIBITEURS PUISSANTS DU CYP3A4"
"NEOSTIGMINE"	"ANTICHOLINESTERASIQUES"
"NEOSTIGMINE"	"BRADYCARDISANTS"
"NETILMICINE"	"AMINOSIDES"
"NETILMICINE"	"MEDICAMENTS NEPHROTOXIQUES"
"NEVIRAPINE"	"INDUCTEURS ENZYMATIQUES"
"NIALAMIDE"	"IMAO NON SELECTIFS"
"NIAPRAZINE"	"HYPNOTIQUES"
"NIAPRAZINE"	"MEDICAMENTS ATROPINIQUES"
"NIAPRAZINE"	"MEDICAMENTS SEDATIFS"
"NICARDIPINE"	"ANTAGONISTES DES CANAUX CALCIQUES"
"NICARDIPINE"	"ANTIHYPERTENSEURS"
"NICARDIPINE"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"NICARDIPINE"	"DIHYDROPYRIDINES"
"NICARDIPINE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"NICORANDIL"	"DERIVES NITRES ET APPARENTES"
"NICOTINE"	"TRAITEMENTS DE SUBSTITUTION NICOTINIQUE"
"NIFEDIPINE"	"ANTAGONISTES DES CANAUX CALCIQUES"
"NIFEDIPINE"	"ANTIHYPERTENSEURS"
"NIFEDIPINE"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"NIFEDIPINE"	"DIHYDROPYRIDINES"
"NIFEDIPINE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"NILOTINIB"	"INHIBITEURS DES TYROSINE KINASES"
"NILOTINIB"	"SUBSTRATS A RISQUE DU CYP3A4"
"NIMESULIDE"	"ANTI-INFLAMMATOIRES NON STEROIDIENS"
"NIMESULIDE"	"HYPERKALIEMIANTS"
"NIMETAZEPAM"	"BENZODIAZEPINES ET APPARENTES"
"NIMETAZEPAM"	"MEDICAMENTS SEDATIFS"
"NIMODIPINE"	"ANTAGONISTES DES CANAUX CALCIQUES"
"NIMODIPINE"	"ANTIHYPERTENSEURS"
"NIMODIPINE"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"NIMODIPINE"	"DIHYDROPYRIDINES"
"NIMODIPINE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"NITRAZEPAM"	"BENZODIAZEPINES ET APPARENTES"
"NITRAZEPAM"	"HYPNOTIQUES"
"NITRAZEPAM"	"MEDICAMENTS SEDATIFS"
"NITRENDIPINE"	"ANTAGONISTES DES CANAUX CALCIQUES"
"NITRENDIPINE"	"ANTIHYPERTENSEURS"
"NITRENDIPINE"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"NITRENDIPINE"	"DIHYDROPYRIDINES"
"NITRENDIPINE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"NIZATIDINE"	"ANTISECRETOIRES ANTIHISTAMINIQUES H2"
"NOMEGESTROL"	"PROGESTATIFS NON CONTRACEPTIFS, ASSOCIES OU NON A UN ESTROGENE"
"NONOXYNOL 9"	"SPERMICIDES"
"NORADRENALINE"	"SYMPATHOMIMETIQUES ALPHA ET BETA (VOIE IM ET IV)"
"NORDAZEPAM"	"BENZODIAZEPINES ET APPARENTES"
"NORDAZEPAM"	"MEDICAMENTS SEDATIFS"
"NOREPINEPHRINE"	"SYMPATHOMIMETIQUES ALPHA ET BETA (VOIE IM ET IV)"
"NORETHANDROLONE"	"ANDROGENES"
"NORETHISTERONE"	"PROGESTATIFS CONTRACEPTIFS"
"NORETHISTERONE"	"PROGESTATIFS NON CONTRACEPTIFS, ASSOCIES OU NON A UN ESTROGENE"
"NORFLOXACINE"	"FLUOROQUINOLONES"
"NORGESTRIENONE"	"PROGESTATIFS CONTRACEPTIFS"
"NORTRIPTYLINE"	"ANTIDEPRESSEURS IMIPRAMINIQUES"
"NORTRIPTYLINE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"NORTRIPTYLINE"	"MEDICAMENTS ABAISSANT LE SEUIL EPILEPTOGENE"
"NORTRIPTYLINE"	"MEDICAMENTS ATROPINIQUES"
"NOSCAPINE"	"ANTITUSSIFS MORPHINE-LIKE"
"NOSCAPINE"	"MEDICAMENTS SEDATIFS"
"NOSCAPINE"	"MORPHINIQUES"
"OCTREOTIDE"	"ANALOGUES DE LA SOMATOSTATINE"
"OFLOXACINE"	"FLUOROQUINOLONES"
"OLANZAPINE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"OLANZAPINE"	"MEDICAMENTS SEDATIFS"
"OLANZAPINE"	"NEUROLEPTIQUES"
"OLANZAPINE"	"NEUROLEPTIQUES ANTIPSYCHOTIQUES (SAUF CLOZAPINE)"
"OLMESARTAN"	"ANTAGONISTES DES RECEPTEURS DE L'ANGIOTENSINE II"
"OLMESARTAN"	"ANTIHYPERTENSEURS"
"OLMESARTAN"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"OLMESARTAN"	"HYPERKALIEMIANTS"
"OLMESARTAN"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"OLSALAZINE"	"DERIVES DE L'ACIDE AMINOSALICYLIQUE (ASA)"
"OMEPRAZOLE"	"ANTISECRETOIRES INHIBITEURS DE LA POMPE A PROTONS"
"OPIPRAMOL"	"ANTIDEPRESSEURS IMIPRAMINIQUES"
"OPIPRAMOL"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"OPIPRAMOL"	"MEDICAMENTS ABAISSANT LE SEUIL EPILEPTOGENE"
"OPIPRAMOL"	"MEDICAMENTS ATROPINIQUES"
"ORNIDAZOLE"	"ANTABUSE (REACTION)"
"ORNIDAZOLE"	"NITRO-IMIDAZOLES"
"OXACILLINE"	"PENICILLINES"
"OXALIPLATINE"	"CYTOTOXIQUES"
"OXALIPLATINE"	"MEDICAMENTS NEPHROTOXIQUES"
"OXALIPLATINE"	"ORGANOPLATINES"
"OXATOMIDE"	"MEDICAMENTS ATROPINIQUES"
"OXATOMIDE"	"MEDICAMENTS SEDATIFS"
"OXAZEPAM"	"BENZODIAZEPINES ET APPARENTES"
"OXAZEPAM"	"MEDICAMENTS SEDATIFS"
"OXAZOLAM"	"BENZODIAZEPINES ET APPARENTES"
"OXAZOLAM"	"MEDICAMENTS SEDATIFS"
"OXCARBAZEPINE"	"ANTICONVULSIVANTS METABOLISES"
"OXCARBAZEPINE"	"HYPONATREMIANTS"
"OXCARBAZEPINE"	"INDUCTEURS ENZYMATIQUES"
"OXETORONE"	"MEDICAMENTS SEDATIFS"
"OXITRIPTAN"	"MEDICAMENTS MIXTES ADRENERGIQUES-SEROTONINERGIQUES"
"OXITROPIUM"	"MEDICAMENTS ATROPINIQUES"
"OXOMEMAZINE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"OXOMEMAZINE"	"MEDICAMENTS ABAISSANT LE SEUIL EPILEPTOGENE"
"OXOMEMAZINE"	"MEDICAMENTS ATROPINIQUES"
"OXOMEMAZINE"	"MEDICAMENTS SEDATIFS"
"OXOMEMAZINE"	"NEUROLEPTIQUES"
"OXOMEMAZINE"	"NEUROLEPTIQUES PHENOTHIAZINIQUES"
"OXPRENOLOL"	"ANTIHYPERTENSEURS"
"OXPRENOLOL"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"OXPRENOLOL"	"BETA-BLOQUANTS (SAUF ESMOLOL ET SOTALOL)"
"OXPRENOLOL"	"BETA-BLOQUANTS (SAUF ESMOLOL)"
"OXPRENOLOL"	"BRADYCARDISANTS"
"OXPRENOLOL"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"OXYBUTYNINE"	"MEDICAMENTS ATROPINIQUES"
"OXYCODONE"	"ANALGESIQUES MORPHINIQUES AGONISTES"
"OXYCODONE"	"ANALGESIQUES MORPHINIQUES DE PALIER III"
"OXYCODONE"	"MEDICAMENTS SEDATIFS"
"OXYCODONE"	"MORPHINIQUES"
"OXYMETAZOLINE"	"SYMPATHOMIMETIQUES ALPHA (VOIES ORALE ET/OU NASALE)"
"OXYPHENBUTAZONE"	"ANTI-INFLAMMATOIRES NON STEROIDIENS"
"OXYPHENBUTAZONE"	"HYPERKALIEMIANTS"
"OXYTETRACYCLINE"	"CYCLINES"
"P A S SODIQUE"	"DERIVES DE L'ACIDE AMINOSALICYLIQUE (ASA)"
"PACLITAXEL"	"CYTOTOXIQUES"
"PANCURONIUM"	"CURARES"
"PANCURONIUM"	"CURARES NON DEPOLARISANTS"
"PANTOPRAZOLE"	"ANTISECRETOIRES INHIBITEURS DE LA POMPE A PROTONS"
"PARAFFINE"	"HUILES MINERALES"
"PARECOXIB"	"ANTI-INFLAMMATOIRES NON STEROIDIENS"
"PARECOXIB"	"HYPERKALIEMIANTS"
"PAROXETINE"	"HYPONATREMIANTS"
"PAROXETINE"	"INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE"
"PAROXETINE"	"MEDICAMENTS ABAISSANT LE SEUIL EPILEPTOGENE"
"PEFLOXACINE"	"FLUOROQUINOLONES"
"PENFLURIDOL"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"PENFLURIDOL"	"MEDICAMENTS ABAISSANT LE SEUIL EPILEPTOGENE"
"PENFLURIDOL"	"MEDICAMENTS SEDATIFS"
"PENFLURIDOL"	"NEUROLEPTIQUES"
"PENFLURIDOL"	"NEUROLEPTIQUES ANTIPSYCHOTIQUES (SAUF CLOZAPINE)"
"PENTAMIDINE"	"ANTIPARASITAIRES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"PENTAMIDINE"	"MEDICAMENTS NEPHROTOXIQUES"
"PENTAMIDINE"	"MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"PENTAZOCINE"	"MEDICAMENTS SEDATIFS"
"PENTAZOCINE"	"MORPHINIQUES"
"PENTAZOCINE"	"MORPHINIQUES AGONISTES-ANTAGONISTES"
"PENTOBARBITAL"	"BARBITURIQUES"
"PENTOBARBITAL"	"MEDICAMENTS SEDATIFS"
"PENTOSTATINE"	"CYTOTOXIQUES"
"PERGOLIDE"	"ALCALOIDES DE L'ERGOT DE SEIGLE DOPAMINERGIQUES"
"PERGOLIDE"	"ANTIPARKINSONIENS DOPAMINERGIQUES"
"PERGOLIDE"	"DOPAMINERGIQUES"
"PERINDOPRIL TERT-BUTYLAMINE"	"ANTIHYPERTENSEURS"
"PERINDOPRIL TERT-BUTYLAMINE"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"PERINDOPRIL TERT-BUTYLAMINE"	"HYPERKALIEMIANTS"
"PERINDOPRIL TERT-BUTYLAMINE"	"INHIBITEURS DE L'ENZYME DE CONVERSION"
"PERINDOPRIL TERT-BUTYLAMINE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"PERPHENAZINE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"PERPHENAZINE"	"MEDICAMENTS ABAISSANT LE SEUIL EPILEPTOGENE"
"PERPHENAZINE"	"MEDICAMENTS ATROPINIQUES"
"PERPHENAZINE"	"MEDICAMENTS SEDATIFS"
"PERPHENAZINE"	"NEUROLEPTIQUES"
"PERPHENAZINE"	"NEUROLEPTIQUES ANTIPSYCHOTIQUES (SAUF CLOZAPINE)"
"PERPHENAZINE"	"NEUROLEPTIQUES PHENOTHIAZINIQUES"
"PETHIDINE"	"ANALGESIQUES MORPHINIQUES AGONISTES"
"PETHIDINE"	"ANALGESIQUES MORPHINIQUES DE PALIER III"
"PETHIDINE"	"MEDICAMENTS SEDATIFS"
"PETHIDINE"	"MORPHINIQUES"
"PHENINDIONE"	"ANTICOAGULANTS ORAUX"
"PHENIRAMINE"	"MEDICAMENTS ATROPINIQUES"
"PHENIRAMINE"	"MEDICAMENTS SEDATIFS"
"PHENOBARBITAL"	"ANTICONVULSIVANTS INDUCTEURS ENZYMATIQUES"
"PHENOBARBITAL"	"ANTICONVULSIVANTS METABOLISES"
"PHENOBARBITAL"	"BARBITURIQUES"
"PHENOBARBITAL"	"INDUCTEURS ENZYMATIQUES"
"PHENOBARBITAL"	"MEDICAMENTS SEDATIFS"
"PHENOBARBITAL"	"PHENOBARBITAL (ET, PAR EXTRAPOLATION, PRIMIDONE)"
"PHENOPERIDINE"	"ANALGESIQUES MORPHINIQUES AGONISTES"
"PHENOPERIDINE"	"ANALGESIQUES MORPHINIQUES DE PALIER III"
"PHENOPERIDINE"	"MORPHINIQUES"
"PHENOXYMETHYLPENICILLINE"	"PENICILLINES"
"PHENYLBUTAZONE"	"ANTI-INFLAMMATOIRES NON STEROIDIENS"
"PHENYLBUTAZONE"	"HYPERKALIEMIANTS"
"PHENYLEPHRINE"	"SYMPATHOMIMETIQUES ALPHA (VOIES ORALE ET/OU NASALE)"
"PHENYLEPHRINE"	"SYMPATHOMIMETIQUES INDIRECTS"
"PHENYLTOLOXAMINE"	"MEDICAMENTS ATROPINIQUES"
"PHENYLTOLOXAMINE"	"MEDICAMENTS SEDATIFS"
"PHENYTOINE"	"ANTICONVULSIVANTS INDUCTEURS ENZYMATIQUES"
"PHENYTOINE"	"ANTICONVULSIVANTS METABOLISES"
"PHENYTOINE"	"INDUCTEURS ENZYMATIQUES"
"PHENYTOINE"	"PHENYTOINE (ET, PAR EXTRAPOLATION, FOSPHENYTOINE)"
"PHOLCODINE"	"ANTITUSSIFS MORPHINE-LIKE"
"PHOLCODINE"	"MEDICAMENTS SEDATIFS"
"PHOLCODINE"	"MORPHINIQUES"
"PILOCARPINE"	"BRADYCARDISANTS"
"PIMETHIXENE"	"MEDICAMENTS ATROPINIQUES"
"PIMETHIXENE"	"MEDICAMENTS SEDATIFS"
"PIMOZIDE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"PIMOZIDE"	"MEDICAMENTS SEDATIFS"
"PIMOZIDE"	"MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"PIMOZIDE"	"NEUROLEPTIQUES"
"PIMOZIDE"	"NEUROLEPTIQUES ANTIPSYCHOTIQUES (SAUF CLOZAPINE)"
"PIMOZIDE"	"NEUROLEPTIQUES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"PIMOZIDE"	"SUBSTRATS A RISQUE DU CYP3A4"
"PINAZEPAM"	"BENZODIAZEPINES ET APPARENTES"
"PINAZEPAM"	"MEDICAMENTS SEDATIFS"
"PINDOLOL"	"ANTIHYPERTENSEURS"
"PINDOLOL"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"PINDOLOL"	"BETA-BLOQUANTS (SAUF ESMOLOL ET SOTALOL)"
"PINDOLOL"	"BETA-BLOQUANTS (SAUF ESMOLOL)"
"PINDOLOL"	"BRADYCARDISANTS"
"PINDOLOL"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"PIOGLITAZONE"	"ANTIDIABETIQUES GLITAZONES"
"PIPAMPERONE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"PIPAMPERONE"	"MEDICAMENTS ABAISSANT LE SEUIL EPILEPTOGENE"
"PIPAMPERONE"	"MEDICAMENTS SEDATIFS"
"PIPAMPERONE"	"MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"PIPAMPERONE"	"NEUROLEPTIQUES"
"PIPAMPERONE"	"NEUROLEPTIQUES ANTIPSYCHOTIQUES (SAUF CLOZAPINE)"
"PIPAMPERONE"	"NEUROLEPTIQUES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"PIPERACILLINE"	"PENICILLINES"
"PIPERAZINE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"PIPERAZINE"	"MEDICAMENTS ABAISSANT LE SEUIL EPILEPTOGENE"
"PIPERAZINE"	"MEDICAMENTS ATROPINIQUES"
"PIPERAZINE"	"MEDICAMENTS SEDATIFS"
"PIPERAZINE"	"NEUROLEPTIQUES"
"PIPERAZINE"	"NEUROLEPTIQUES PHENOTHIAZINIQUES"
"PIPOBROMAN"	"CYTOTOXIQUES"
"PIPOTIAZINE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"PIPOTIAZINE"	"MEDICAMENTS ABAISSANT LE SEUIL EPILEPTOGENE"
"PIPOTIAZINE"	"MEDICAMENTS ATROPINIQUES"
"PIPOTIAZINE"	"MEDICAMENTS SEDATIFS"
"PIPOTIAZINE"	"MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"PIPOTIAZINE"	"NEUROLEPTIQUES"
"PIPOTIAZINE"	"NEUROLEPTIQUES ANTIPSYCHOTIQUES (SAUF CLOZAPINE)"
"PIPOTIAZINE"	"NEUROLEPTIQUES PHENOTHIAZINIQUES"
"PIPOTIAZINE"	"NEUROLEPTIQUES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"PIRARUBICINE"	"CYTOTOXIQUES"
"PIRETANIDE"	"ANTIHYPERTENSEURS"
"PIRETANIDE"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"PIRETANIDE"	"DIURETIQUES"
"PIRETANIDE"	"DIURETIQUES DE L'ANSE"
"PIRETANIDE"	"DIURETIQUES HYPOKALIEMIANTS"
"PIRETANIDE"	"HYPOKALIEMIANTS"
"PIRETANIDE"	"HYPONATREMIANTS"
"PIRETANIDE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"PIRIBEDIL"	"ANTIPARKINSONIENS DOPAMINERGIQUES"
"PIRIBEDIL"	"DOPAMINERGIQUES"
"PIROXICAM"	"ANTI-INFLAMMATOIRES NON STEROIDIENS"
"PIROXICAM"	"HYPERKALIEMIANTS"
"PIROXICAM-BETADEX"	"ANTI-INFLAMMATOIRES NON STEROIDIENS"
"PIROXICAM-BETADEX"	"HYPERKALIEMIANTS"
"PIVAMPICILLINE"	"PENICILLINES"
"PIVAMPICILLINE"	"PENICILLINES A"
"PIZOTIFENE"	"MEDICAMENTS ATROPINIQUES"
"PIZOTIFENE"	"MEDICAMENTS SEDATIFS"
"PLICAMYCINE"	"CYTOTOXIQUES"
"POSACONAZOLE"	"ANTIFONGIQUES AZOLES"
"POSACONAZOLE"	"INHIBITEURS PUISSANTS DU CYP3A4"
"POTASSIUM"	"HYPERKALIEMIANTS"
"PRAMIPEXOLE"	"ANTIPARKINSONIENS DOPAMINERGIQUES"
"PRAMIPEXOLE"	"DOPAMINERGIQUES"
"PRAZEPAM"	"BENZODIAZEPINES ET APPARENTES"
"PRAZEPAM"	"MEDICAMENTS SEDATIFS"
"PRAZOSINE"	"ALPHABLOQUANTS A VISEE UROLOGIQUE (SAUF DOXAZOSINE)"
"PRAZOSINE"	"ANTIHYPERTENSEURS"
"PRAZOSINE"	"ANTIHYPERTENSEURS ALPHA-BLOQUANTS"
"PRAZOSINE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"PREDNISOLONE"	"GLUCOCORTICOIDES (SAUF HYDROCORTISONE EN TRAITEMENT SUBSTITUTIF)"
"PREDNISOLONE"	"HYPOKALIEMIANTS"
"PREDNISONE"	"GLUCOCORTICOIDES (SAUF HYDROCORTISONE EN TRAITEMENT SUBSTITUTIF)"
"PREDNISONE"	"HYPOKALIEMIANTS"
"PREGABALINE"	"MEDICAMENTS SEDATIFS"
"PRIMIDONE"	"ANTICONVULSIVANTS INDUCTEURS ENZYMATIQUES"
"PRIMIDONE"	"ANTICONVULSIVANTS METABOLISES"
"PRIMIDONE"	"BARBITURIQUES"
"PRIMIDONE"	"INDUCTEURS ENZYMATIQUES"
"PRIMIDONE"	"MEDICAMENTS SEDATIFS"
"PRIMIDONE"	"PHENOBARBITAL (ET, PAR EXTRAPOLATION, PRIMIDONE)"
"PROBENECIDE"	"URICOSURIQUES"
"PROCARBAZINE"	"ANTABUSE (REACTION)"
"PROCARBAZINE"	"CYTOTOXIQUES"
"PROCHLORPERAZINE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"PROCHLORPERAZINE"	"MEDICAMENTS ABAISSANT LE SEUIL EPILEPTOGENE"
"PROCHLORPERAZINE"	"MEDICAMENTS ATROPINIQUES"
"PROCHLORPERAZINE"	"MEDICAMENTS SEDATIFS"
"PROCHLORPERAZINE"	"NEUROLEPTIQUES"
"PROCHLORPERAZINE"	"NEUROLEPTIQUES ANTIPSYCHOTIQUES (SAUF CLOZAPINE)"
"PROCHLORPERAZINE"	"NEUROLEPTIQUES PHENOTHIAZINIQUES"
"PROGESTERONE"	"PROGESTATIFS NON CONTRACEPTIFS, ASSOCIES OU NON A UN ESTROGENE"
"PROMEGESTONE"	"PROGESTATIFS NON CONTRACEPTIFS, ASSOCIES OU NON A UN ESTROGENE"
"PROMESTRIENE"	"ESTROGENES NON CONTRACEPTIFS"
"PROMETHAZINE"	"HYPNOTIQUES"
"PROMETHAZINE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"PROMETHAZINE"	"MEDICAMENTS ABAISSANT LE SEUIL EPILEPTOGENE"
"PROMETHAZINE"	"MEDICAMENTS ATROPINIQUES"
"PROMETHAZINE"	"MEDICAMENTS SEDATIFS"
"PROMETHAZINE"	"NEUROLEPTIQUES"
"PROMETHAZINE"	"NEUROLEPTIQUES PHENOTHIAZINIQUES"
"PROPAFENONE"	"ANTIARYTHMIQUES"
"PROPAFENONE"	"ANTIARYTHMIQUES CLASSE I (SAUF LIDOCAINE)"
"PROPERICIAZINE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"PROPERICIAZINE"	"MEDICAMENTS ABAISSANT LE SEUIL EPILEPTOGENE"
"PROPERICIAZINE"	"MEDICAMENTS ATROPINIQUES"
"PROPERICIAZINE"	"MEDICAMENTS SEDATIFS"
"PROPERICIAZINE"	"NEUROLEPTIQUES"
